,overall,pace,shooting,passing,dribbling,defending,physic
16770,56,73.0,47.0,51.0,59.0,34.0,54.0
16771,56,64.0,52.0,53.0,58.0,45.0,58.0
16772,56,76.0,57.0,40.0,53.0,26.0,62.0
16773,56,74.0,36.0,45.0,53.0,52.0,58.0
16774,56,69.0,43.0,53.0,59.0,38.0,47.0
16775,56,76.0,43.0,55.0,53.0,46.0,48.0
16776,56,67.0,51.0,52.0,56.0,42.0,49.0
16777,56,72.0,48.0,50.0,58.0,20.0,42.0
16778,56,68.0,46.0,53.0,59.0,34.0,38.0
16779,56,61.0,56.0,38.0,48.0,26.0,66.0
16780,56,63.0,37.0,50.0,51.0,54.0,51.0
16781,56,63.0,43.0,58.0,62.0,45.0,52.0
16782,56,74.0,54.0,36.0,53.0,20.0,54.0
16783,56,68.0,28.0,34.0,36.0,55.0,61.0
16784,56,70.0,57.0,52.0,59.0,45.0,52.0
16785,56,60.0,39.0,54.0,56.0,46.0,54.0
16786,56,76.0,40.0,47.0,58.0,53.0,59.0
16787,56,65.0,27.0,39.0,44.0,58.0,56.0
16788,56,79.0,38.0,44.0,54.0,50.0,52.0
16789,56,64.0,48.0,51.0,62.0,50.0,51.0
16790,56,80.0,40.0,46.0,57.0,50.0,55.0
16791,56,66.0,30.0,46.0,50.0,54.0,56.0
16792,56,73.0,49.0,48.0,59.0,30.0,49.0
16793,56,63.0,33.0,38.0,42.0,55.0,60.0
16794,56,69.0,50.0,49.0,57.0,22.0,45.0
16795,56,65.0,54.0,41.0,51.0,22.0,47.0
16796,56,54.0,30.0,51.0,47.0,55.0,60.0
16797,56,57.0,31.0,39.0,41.0,54.0,66.0
16798,56,65.0,28.0,38.0,40.0,56.0,58.0
16799,56,45.0,26.0,30.0,33.0,57.0,58.0
16800,56,71.0,34.0,49.0,55.0,49.0,64.0
16801,56,45.0,25.0,43.0,45.0,55.0,61.0
16802,56,71.0,49.0,49.0,58.0,22.0,57.0
16803,56,64.0,50.0,55.0,59.0,23.0,51.0
16804,56,75.0,53.0,49.0,58.0,27.0,49.0
16805,56,61.0,24.0,40.0,43.0,54.0,60.0
16806,56,64.0,36.0,54.0,56.0,44.0,43.0
16807,56,64.0,58.0,44.0,57.0,26.0,59.0
16808,56,64.0,58.0,45.0,58.0,25.0,50.0
16809,56,70.0,24.0,34.0,36.0,54.0,66.0
16810,56,86.0,27.0,47.0,56.0,48.0,54.0
16811,56,72.0,49.0,51.0,54.0,45.0,55.0
16812,56,69.0,52.0,40.0,56.0,24.0,60.0
16814,56,66.0,39.0,46.0,49.0,52.0,65.0
16815,56,59.0,44.0,58.0,59.0,52.0,54.0
16816,56,68.0,46.0,56.0,59.0,43.0,57.0
16817,56,59.0,35.0,45.0,34.0,56.0,54.0
16819,56,62.0,55.0,38.0,53.0,19.0,52.0
16820,56,57.0,37.0,49.0,53.0,51.0,63.0
16821,56,67.0,46.0,55.0,57.0,48.0,61.0
16822,56,69.0,33.0,44.0,48.0,53.0,57.0
16823,56,50.0,29.0,37.0,35.0,54.0,58.0
16824,56,63.0,27.0,41.0,49.0,54.0,58.0
16825,56,70.0,28.0,40.0,54.0,51.0,64.0
16826,56,70.0,49.0,54.0,61.0,42.0,52.0
16827,56,81.0,48.0,49.0,59.0,24.0,48.0
16828,56,86.0,43.0,48.0,60.0,26.0,49.0
16829,56,60.0,30.0,35.0,39.0,54.0,63.0
16830,56,59.0,47.0,53.0,58.0,37.0,52.0
16831,56,71.0,51.0,51.0,57.0,37.0,55.0
16832,56,67.0,49.0,46.0,66.0,42.0,45.0
16833,56,66.0,46.0,56.0,59.0,51.0,56.0
16834,56,68.0,52.0,52.0,53.0,52.0,66.0
16835,56,69.0,53.0,49.0,57.0,24.0,60.0
16837,56,70.0,42.0,51.0,54.0,52.0,56.0
16838,56,73.0,48.0,50.0,58.0,41.0,50.0
16839,56,74.0,42.0,50.0,57.0,32.0,55.0
16840,56,56.0,25.0,27.0,31.0,55.0,65.0
16841,56,61.0,29.0,44.0,39.0,53.0,62.0
16842,56,59.0,26.0,32.0,36.0,53.0,68.0
16843,56,65.0,51.0,55.0,57.0,57.0,57.0
16844,56,66.0,35.0,42.0,57.0,55.0,57.0
16845,56,65.0,38.0,50.0,53.0,50.0,57.0
16846,56,68.0,50.0,48.0,62.0,21.0,45.0
16848,56,73.0,31.0,35.0,52.0,57.0,54.0
16849,56,72.0,51.0,55.0,59.0,50.0,59.0
16851,56,69.0,55.0,39.0,56.0,21.0,51.0
16852,56,66.0,28.0,41.0,54.0,53.0,57.0
16853,56,79.0,28.0,47.0,53.0,49.0,58.0
16854,56,76.0,50.0,48.0,54.0,50.0,65.0
16855,56,66.0,50.0,54.0,61.0,35.0,51.0
16856,56,57.0,26.0,29.0,31.0,54.0,69.0
16857,56,73.0,44.0,46.0,58.0,27.0,51.0
16858,56,69.0,30.0,48.0,51.0,57.0,56.0
16859,56,68.0,29.0,42.0,50.0,55.0,62.0
16860,56,64.0,44.0,52.0,54.0,55.0,48.0
16861,56,70.0,46.0,52.0,65.0,36.0,44.0
16862,56,86.0,44.0,45.0,63.0,27.0,51.0
16863,56,43.0,34.0,33.0,35.0,55.0,61.0
16864,56,69.0,53.0,43.0,61.0,32.0,58.0
16865,56,57.0,51.0,50.0,62.0,30.0,56.0
16866,56,70.0,37.0,51.0,62.0,52.0,53.0
16867,56,66.0,50.0,55.0,57.0,34.0,41.0
16868,56,65.0,28.0,31.0,38.0,57.0,61.0
16869,56,72.0,25.0,49.0,55.0,52.0,52.0
16870,56,76.0,54.0,42.0,57.0,19.0,53.0
16872,56,57.0,53.0,54.0,58.0,29.0,41.0
16873,56,87.0,52.0,35.0,51.0,22.0,57.0
16874,56,52.0,47.0,55.0,56.0,52.0,62.0
16875,56,81.0,36.0,43.0,55.0,50.0,50.0
16876,56,63.0,52.0,54.0,53.0,45.0,62.0
16877,56,71.0,29.0,36.0,57.0,53.0,57.0
16878,56,48.0,54.0,35.0,51.0,27.0,68.0
16880,56,67.0,57.0,32.0,55.0,22.0,40.0
16881,56,61.0,42.0,50.0,54.0,54.0,59.0
16882,56,65.0,42.0,48.0,57.0,53.0,65.0
16883,56,71.0,52.0,54.0,58.0,34.0,36.0
16885,56,59.0,34.0,49.0,51.0,54.0,63.0
16886,56,56.0,28.0,37.0,35.0,55.0,64.0
16887,56,48.0,38.0,51.0,53.0,55.0,62.0
16888,56,65.0,29.0,42.0,43.0,58.0,64.0
16889,56,61.0,36.0,52.0,62.0,22.0,33.0
16892,56,69.0,35.0,43.0,54.0,53.0,58.0
16893,56,67.0,35.0,41.0,56.0,54.0,60.0
16896,56,63.0,55.0,43.0,53.0,22.0,50.0
16897,56,63.0,24.0,40.0,42.0,53.0,64.0
16898,56,54.0,28.0,34.0,38.0,55.0,67.0
16899,56,61.0,46.0,54.0,62.0,51.0,51.0
16900,56,64.0,43.0,55.0,60.0,35.0,51.0
16901,56,64.0,42.0,52.0,50.0,57.0,64.0
16902,56,60.0,23.0,35.0,38.0,56.0,61.0
16903,56,60.0,55.0,39.0,48.0,19.0,55.0
16904,56,70.0,49.0,51.0,57.0,31.0,62.0
16905,56,73.0,45.0,53.0,55.0,36.0,47.0
16906,56,65.0,50.0,53.0,60.0,31.0,41.0
16907,56,55.0,48.0,55.0,55.0,41.0,58.0
16908,56,60.0,23.0,25.0,37.0,58.0,59.0
16909,56,71.0,29.0,37.0,55.0,55.0,57.0
16911,56,73.0,54.0,51.0,56.0,41.0,57.0
16913,56,56.0,43.0,57.0,62.0,54.0,58.0
16914,56,68.0,50.0,51.0,56.0,52.0,50.0
16915,56,37.0,58.0,46.0,54.0,22.0,40.0
16916,56,73.0,46.0,51.0,57.0,34.0,54.0
16917,56,67.0,55.0,52.0,58.0,38.0,49.0
16918,56,62.0,36.0,49.0,54.0,56.0,57.0
16919,56,62.0,46.0,55.0,57.0,46.0,56.0
16921,56,66.0,54.0,49.0,65.0,27.0,46.0
16923,56,70.0,51.0,49.0,65.0,20.0,43.0
16924,56,64.0,34.0,40.0,58.0,57.0,50.0
16925,56,65.0,56.0,50.0,59.0,22.0,63.0
16926,56,61.0,28.0,47.0,55.0,52.0,50.0
16928,56,61.0,53.0,39.0,44.0,53.0,63.0
16929,56,70.0,41.0,54.0,57.0,49.0,54.0
16930,56,56.0,31.0,31.0,36.0,58.0,56.0
16931,56,76.0,46.0,51.0,52.0,51.0,56.0
16933,56,70.0,32.0,42.0,47.0,51.0,71.0
16934,56,63.0,55.0,52.0,57.0,31.0,49.0
16935,56,57.0,27.0,46.0,33.0,54.0,68.0
16936,56,61.0,36.0,45.0,58.0,56.0,56.0
16937,56,53.0,40.0,57.0,54.0,48.0,50.0
16938,56,64.0,27.0,51.0,58.0,51.0,52.0
16939,56,61.0,44.0,60.0,55.0,43.0,46.0
16940,56,64.0,46.0,53.0,62.0,32.0,39.0
16942,56,67.0,48.0,53.0,57.0,50.0,67.0
16943,56,68.0,39.0,54.0,58.0,50.0,64.0
16944,56,69.0,41.0,54.0,57.0,50.0,47.0
16945,56,66.0,27.0,47.0,53.0,55.0,59.0
16946,56,62.0,43.0,53.0,59.0,53.0,67.0
16947,56,56.0,30.0,40.0,38.0,56.0,60.0
16948,56,51.0,53.0,40.0,55.0,22.0,67.0
16949,56,66.0,47.0,48.0,61.0,39.0,54.0
16950,56,68.0,53.0,44.0,53.0,30.0,63.0
16951,56,62.0,42.0,46.0,53.0,52.0,61.0
16952,56,62.0,42.0,53.0,55.0,49.0,62.0
16953,56,49.0,54.0,35.0,46.0,52.0,67.0
16954,56,68.0,53.0,49.0,55.0,28.0,57.0
16955,56,76.0,23.0,43.0,55.0,52.0,58.0
16957,56,70.0,52.0,48.0,57.0,26.0,46.0
16958,56,68.0,55.0,44.0,57.0,19.0,57.0
16959,56,65.0,49.0,52.0,57.0,35.0,51.0
16960,56,59.0,42.0,53.0,58.0,45.0,45.0
16962,56,71.0,51.0,50.0,60.0,28.0,43.0
16964,56,54.0,25.0,30.0,31.0,55.0,65.0
16965,56,61.0,35.0,49.0,49.0,53.0,65.0
16966,56,67.0,47.0,54.0,59.0,45.0,65.0
16968,56,73.0,28.0,38.0,54.0,53.0,58.0
16969,56,68.0,45.0,55.0,59.0,35.0,46.0
16970,56,68.0,54.0,44.0,58.0,21.0,59.0
16972,56,64.0,45.0,52.0,59.0,33.0,52.0
16973,56,69.0,49.0,52.0,58.0,32.0,42.0
16974,56,69.0,26.0,41.0,34.0,54.0,63.0
16975,56,74.0,52.0,49.0,57.0,51.0,53.0
16976,56,59.0,25.0,28.0,30.0,55.0,66.0
16978,56,66.0,52.0,54.0,55.0,31.0,52.0
16979,56,73.0,33.0,45.0,55.0,52.0,56.0
16980,56,72.0,25.0,37.0,49.0,51.0,68.0
16981,56,69.0,48.0,51.0,58.0,24.0,51.0
16982,56,59.0,35.0,50.0,53.0,52.0,59.0
16983,56,69.0,42.0,51.0,58.0,29.0,55.0
16985,56,62.0,26.0,29.0,33.0,56.0,67.0
16986,56,64.0,44.0,57.0,62.0,39.0,46.0
16988,56,66.0,51.0,54.0,60.0,44.0,50.0
16989,56,68.0,26.0,42.0,49.0,54.0,55.0
16990,56,56.0,43.0,61.0,57.0,46.0,51.0
16991,56,52.0,42.0,53.0,59.0,57.0,51.0
16992,56,53.0,20.0,35.0,35.0,54.0,67.0
16993,56,62.0,36.0,54.0,47.0,50.0,66.0
16994,56,55.0,26.0,30.0,32.0,57.0,64.0
16995,56,51.0,29.0,38.0,43.0,53.0,67.0
16997,56,56.0,31.0,48.0,53.0,53.0,65.0
16998,56,70.0,29.0,47.0,56.0,51.0,62.0
16999,56,70.0,50.0,46.0,64.0,26.0,51.0
17000,56,68.0,43.0,55.0,58.0,51.0,60.0
17001,56,68.0,54.0,37.0,50.0,26.0,51.0
17002,56,56.0,24.0,30.0,33.0,55.0,64.0
17003,56,61.0,45.0,51.0,58.0,48.0,48.0
17004,56,59.0,24.0,35.0,39.0,52.0,65.0
17005,56,66.0,45.0,55.0,56.0,54.0,66.0
17007,56,57.0,28.0,38.0,50.0,56.0,55.0
17009,56,76.0,27.0,35.0,58.0,54.0,58.0
17010,56,66.0,36.0,53.0,57.0,54.0,54.0
17011,56,74.0,52.0,56.0,56.0,35.0,71.0
17013,56,67.0,45.0,52.0,55.0,54.0,62.0
17014,56,63.0,25.0,34.0,38.0,54.0,67.0
17015,56,70.0,52.0,51.0,57.0,51.0,63.0
17016,56,54.0,38.0,48.0,53.0,56.0,60.0
17017,56,72.0,53.0,49.0,59.0,28.0,50.0
17018,56,66.0,38.0,54.0,57.0,48.0,56.0
17019,56,67.0,38.0,50.0,55.0,50.0,58.0
17020,56,75.0,37.0,49.0,56.0,52.0,50.0
17022,56,66.0,44.0,56.0,65.0,40.0,39.0
17023,56,76.0,54.0,44.0,55.0,26.0,52.0
17024,56,68.0,56.0,46.0,59.0,36.0,58.0
17025,56,55.0,54.0,44.0,53.0,29.0,54.0
17030,56,62.0,41.0,54.0,56.0,48.0,52.0
17032,56,54.0,57.0,33.0,57.0,17.0,50.0
17033,56,58.0,24.0,29.0,38.0,55.0,62.0
17035,56,74.0,53.0,40.0,54.0,19.0,57.0
17036,56,62.0,34.0,51.0,53.0,54.0,56.0
17039,56,70.0,55.0,56.0,59.0,49.0,52.0
17041,56,70.0,47.0,52.0,57.0,52.0,62.0
17045,56,54.0,22.0,39.0,47.0,55.0,65.0
17046,56,57.0,26.0,37.0,33.0,55.0,65.0
17047,56,59.0,53.0,57.0,60.0,44.0,60.0
17048,56,62.0,30.0,44.0,55.0,52.0,63.0
17049,56,69.0,33.0,41.0,57.0,55.0,54.0
17050,56,79.0,55.0,34.0,54.0,20.0,74.0
17052,56,74.0,35.0,48.0,47.0,57.0,51.0
17054,56,80.0,43.0,46.0,55.0,31.0,56.0
17055,56,68.0,48.0,51.0,58.0,28.0,42.0
17056,56,59.0,45.0,56.0,60.0,53.0,49.0
17057,56,59.0,44.0,53.0,56.0,30.0,44.0
17060,56,61.0,55.0,38.0,52.0,20.0,61.0
17062,56,70.0,50.0,53.0,59.0,22.0,47.0
17063,56,54.0,25.0,35.0,39.0,55.0,65.0
17064,56,70.0,31.0,45.0,51.0,54.0,60.0
17065,56,73.0,30.0,43.0,52.0,56.0,60.0
17066,56,70.0,53.0,45.0,62.0,26.0,42.0
17067,56,46.0,58.0,55.0,61.0,32.0,45.0
17068,56,42.0,51.0,57.0,57.0,51.0,54.0
17070,56,58.0,58.0,49.0,54.0,31.0,41.0
17071,56,35.0,23.0,37.0,33.0,58.0,56.0
17073,56,71.0,55.0,46.0,59.0,28.0,49.0
17074,56,56.0,43.0,58.0,58.0,42.0,42.0
17075,56,60.0,33.0,38.0,54.0,59.0,58.0
17076,56,59.0,34.0,48.0,52.0,57.0,62.0
17077,55,61.0,37.0,53.0,54.0,53.0,57.0
17078,55,54.0,31.0,42.0,43.0,59.0,42.0
17079,55,58.0,48.0,57.0,57.0,36.0,45.0
17080,55,69.0,50.0,51.0,58.0,26.0,45.0
17081,55,64.0,37.0,55.0,53.0,48.0,56.0
17082,55,60.0,39.0,49.0,56.0,54.0,53.0
17083,55,63.0,56.0,40.0,52.0,17.0,43.0
17085,55,60.0,49.0,56.0,61.0,42.0,48.0
17086,55,65.0,37.0,50.0,61.0,44.0,42.0
17087,55,68.0,51.0,53.0,61.0,51.0,63.0
17088,55,72.0,51.0,53.0,57.0,47.0,57.0
17089,55,62.0,25.0,45.0,51.0,54.0,56.0
17090,55,79.0,29.0,41.0,51.0,51.0,52.0
17091,55,76.0,54.0,37.0,55.0,16.0,48.0
17092,55,65.0,49.0,51.0,55.0,51.0,57.0
17093,55,73.0,45.0,53.0,56.0,28.0,38.0
17094,55,67.0,41.0,44.0,61.0,52.0,50.0
17096,55,69.0,45.0,49.0,56.0,27.0,50.0
17097,55,58.0,44.0,57.0,56.0,53.0,51.0
17098,55,60.0,32.0,36.0,54.0,58.0,55.0
17099,55,59.0,54.0,54.0,56.0,44.0,61.0
17100,55,59.0,33.0,47.0,50.0,52.0,55.0
17102,55,59.0,42.0,54.0,61.0,45.0,36.0
17103,55,62.0,65.0,50.0,56.0,47.0,49.0
17104,55,65.0,53.0,38.0,48.0,33.0,53.0
17105,55,53.0,46.0,56.0,59.0,44.0,45.0
17106,55,74.0,54.0,43.0,57.0,19.0,44.0
17107,55,80.0,51.0,36.0,55.0,21.0,48.0
17108,55,59.0,40.0,53.0,54.0,43.0,47.0
17110,55,61.0,52.0,50.0,61.0,33.0,34.0
17111,55,72.0,44.0,51.0,55.0,48.0,52.0
17112,55,76.0,52.0,46.0,59.0,23.0,60.0
17113,55,54.0,56.0,40.0,53.0,20.0,44.0
17114,55,63.0,53.0,40.0,56.0,23.0,46.0
17115,55,72.0,25.0,48.0,52.0,51.0,45.0
17116,55,56.0,31.0,44.0,38.0,54.0,68.0
17118,55,70.0,51.0,52.0,59.0,54.0,53.0
17119,55,68.0,47.0,50.0,57.0,23.0,44.0
17120,55,78.0,55.0,46.0,63.0,16.0,44.0
17121,55,67.0,38.0,50.0,62.0,29.0,44.0
17122,55,86.0,30.0,40.0,53.0,44.0,69.0
17123,55,76.0,56.0,51.0,56.0,24.0,43.0
17124,55,60.0,46.0,54.0,52.0,55.0,59.0
17125,55,63.0,42.0,39.0,51.0,54.0,49.0
17126,55,79.0,32.0,49.0,60.0,35.0,50.0
17127,55,64.0,48.0,50.0,57.0,33.0,50.0
17128,55,67.0,29.0,44.0,55.0,52.0,52.0
17129,55,65.0,46.0,55.0,62.0,46.0,57.0
17130,55,58.0,45.0,58.0,54.0,42.0,46.0
17132,55,66.0,46.0,52.0,55.0,51.0,56.0
17133,55,61.0,39.0,57.0,55.0,55.0,51.0
17134,55,73.0,48.0,50.0,56.0,26.0,41.0
17135,55,60.0,34.0,53.0,54.0,54.0,55.0
17136,55,69.0,29.0,48.0,53.0,51.0,52.0
17138,55,64.0,48.0,55.0,62.0,35.0,45.0
17140,55,62.0,26.0,31.0,32.0,53.0,66.0
17141,55,67.0,52.0,49.0,58.0,30.0,60.0
17142,55,64.0,26.0,30.0,33.0,55.0,63.0
17143,55,57.0,24.0,32.0,38.0,56.0,57.0
17144,55,57.0,25.0,34.0,30.0,54.0,63.0
17145,55,42.0,42.0,51.0,59.0,53.0,52.0
17146,55,70.0,53.0,45.0,59.0,24.0,45.0
17147,55,69.0,41.0,56.0,58.0,40.0,42.0
17148,55,73.0,35.0,48.0,60.0,47.0,54.0
17150,55,72.0,47.0,45.0,63.0,24.0,41.0
17151,55,61.0,47.0,52.0,58.0,40.0,53.0
17152,55,55.0,22.0,34.0,35.0,55.0,58.0
17153,55,59.0,39.0,52.0,57.0,53.0,41.0
17154,55,73.0,44.0,52.0,56.0,53.0,67.0
17155,55,75.0,53.0,39.0,62.0,18.0,59.0
17156,55,74.0,42.0,49.0,61.0,28.0,38.0
17157,55,66.0,35.0,47.0,53.0,51.0,56.0
17159,55,72.0,48.0,49.0,58.0,30.0,57.0
17161,55,82.0,54.0,40.0,57.0,18.0,51.0
17162,55,71.0,48.0,48.0,57.0,48.0,57.0
17163,55,71.0,48.0,48.0,59.0,22.0,39.0
17164,55,64.0,31.0,37.0,39.0,56.0,54.0
17165,55,61.0,33.0,37.0,39.0,53.0,62.0
17166,55,66.0,49.0,54.0,54.0,50.0,57.0
17168,55,71.0,53.0,40.0,55.0,21.0,57.0
17169,55,71.0,43.0,56.0,58.0,37.0,38.0
17170,55,67.0,51.0,46.0,58.0,30.0,46.0
17171,55,77.0,60.0,33.0,48.0,20.0,50.0
17172,55,55.0,24.0,30.0,30.0,57.0,57.0
17173,55,69.0,45.0,52.0,58.0,41.0,52.0
17174,55,75.0,54.0,43.0,57.0,23.0,46.0
17175,55,58.0,35.0,45.0,52.0,52.0,65.0
17176,55,64.0,46.0,49.0,62.0,35.0,40.0
17177,55,68.0,51.0,44.0,59.0,22.0,51.0
17178,55,67.0,50.0,53.0,56.0,52.0,48.0
17179,55,62.0,24.0,36.0,37.0,54.0,61.0
17180,55,64.0,39.0,51.0,56.0,52.0,53.0
17181,55,76.0,53.0,44.0,54.0,17.0,52.0
17183,55,59.0,45.0,52.0,58.0,50.0,64.0
17184,55,67.0,53.0,44.0,57.0,19.0,55.0
17185,55,61.0,50.0,51.0,52.0,47.0,61.0
17186,55,62.0,56.0,46.0,58.0,21.0,50.0
17187,55,65.0,40.0,53.0,62.0,43.0,62.0
17188,55,76.0,56.0,42.0,59.0,19.0,45.0
17189,55,66.0,43.0,51.0,55.0,47.0,47.0
17190,55,77.0,44.0,51.0,60.0,17.0,37.0
17192,55,45.0,28.0,31.0,33.0,55.0,58.0
17195,55,72.0,45.0,50.0,58.0,38.0,47.0
17196,55,68.0,53.0,39.0,56.0,18.0,46.0
17197,55,75.0,45.0,50.0,59.0,36.0,46.0
17199,55,71.0,44.0,51.0,56.0,42.0,53.0
17200,55,67.0,50.0,55.0,53.0,26.0,46.0
17201,55,69.0,44.0,52.0,60.0,47.0,57.0
17202,55,76.0,44.0,54.0,55.0,38.0,53.0
17203,55,67.0,55.0,41.0,55.0,15.0,53.0
17204,55,67.0,40.0,53.0,58.0,48.0,57.0
17205,55,69.0,38.0,50.0,57.0,39.0,53.0
17208,55,53.0,32.0,41.0,44.0,53.0,60.0
17210,55,67.0,22.0,43.0,39.0,56.0,64.0
17211,55,63.0,46.0,50.0,58.0,42.0,60.0
17214,55,79.0,49.0,44.0,58.0,23.0,54.0
17215,55,69.0,53.0,44.0,60.0,20.0,50.0
17216,55,68.0,48.0,41.0,60.0,23.0,53.0
17217,55,60.0,24.0,35.0,37.0,54.0,60.0
17218,55,67.0,38.0,51.0,59.0,40.0,43.0
17219,55,74.0,36.0,46.0,52.0,49.0,50.0
17220,55,65.0,53.0,53.0,59.0,31.0,41.0
17221,55,75.0,21.0,32.0,37.0,52.0,66.0
17223,55,56.0,31.0,37.0,58.0,57.0,53.0
17224,55,66.0,51.0,44.0,59.0,31.0,53.0
17225,55,63.0,37.0,55.0,59.0,41.0,59.0
17227,55,70.0,55.0,42.0,60.0,23.0,54.0
17228,55,58.0,42.0,54.0,53.0,36.0,56.0
17229,55,48.0,25.0,39.0,44.0,54.0,58.0
17230,55,62.0,27.0,39.0,40.0,54.0,61.0
17231,55,62.0,26.0,43.0,57.0,53.0,59.0
17232,55,75.0,46.0,49.0,61.0,31.0,45.0
17233,55,71.0,57.0,44.0,60.0,18.0,43.0
17234,55,47.0,36.0,54.0,49.0,54.0,56.0
17235,55,64.0,28.0,40.0,50.0,55.0,51.0
17236,55,61.0,48.0,55.0,58.0,53.0,51.0
17237,55,60.0,48.0,54.0,57.0,31.0,59.0
17238,55,67.0,30.0,29.0,41.0,54.0,65.0
17239,55,66.0,49.0,53.0,52.0,44.0,62.0
17241,55,72.0,52.0,46.0,55.0,24.0,52.0
17242,55,72.0,52.0,41.0,62.0,18.0,40.0
17243,55,58.0,55.0,51.0,58.0,28.0,46.0
17246,55,71.0,29.0,42.0,51.0,49.0,54.0
17247,55,72.0,53.0,44.0,57.0,27.0,55.0
17249,55,68.0,57.0,42.0,53.0,18.0,52.0
17250,55,64.0,50.0,45.0,63.0,23.0,52.0
17251,55,69.0,47.0,54.0,60.0,53.0,48.0
17252,55,62.0,27.0,46.0,54.0,51.0,58.0
17253,55,69.0,54.0,52.0,59.0,40.0,51.0
17254,55,68.0,42.0,52.0,56.0,32.0,54.0
17255,55,77.0,44.0,51.0,56.0,51.0,42.0
17256,55,62.0,26.0,43.0,49.0,54.0,59.0
17257,55,68.0,54.0,40.0,56.0,20.0,54.0
17258,55,63.0,27.0,28.0,35.0,55.0,59.0
17259,55,52.0,24.0,30.0,39.0,54.0,59.0
17261,55,66.0,36.0,45.0,47.0,50.0,65.0
17262,55,62.0,44.0,48.0,53.0,52.0,58.0
17263,55,64.0,49.0,50.0,59.0,42.0,52.0
17264,55,66.0,24.0,43.0,52.0,52.0,57.0
17265,55,66.0,33.0,36.0,44.0,53.0,62.0
17266,55,68.0,41.0,47.0,52.0,54.0,57.0
17267,55,67.0,30.0,50.0,53.0,47.0,64.0
17268,55,62.0,52.0,53.0,61.0,35.0,56.0
17269,55,63.0,33.0,47.0,52.0,54.0,52.0
17270,55,62.0,25.0,27.0,33.0,57.0,59.0
17271,55,63.0,48.0,47.0,56.0,47.0,59.0
17272,55,65.0,30.0,39.0,52.0,54.0,64.0
17273,55,68.0,42.0,47.0,47.0,51.0,66.0
17274,55,61.0,52.0,40.0,52.0,19.0,59.0
17275,55,66.0,53.0,53.0,56.0,23.0,55.0
17276,55,69.0,46.0,48.0,63.0,25.0,38.0
17277,55,59.0,24.0,52.0,48.0,53.0,62.0
17278,55,59.0,24.0,39.0,53.0,53.0,55.0
17279,55,59.0,27.0,31.0,32.0,53.0,64.0
17281,55,61.0,36.0,57.0,57.0,35.0,42.0
17283,55,64.0,53.0,37.0,49.0,18.0,60.0
17284,55,68.0,45.0,50.0,58.0,32.0,45.0
17285,55,63.0,42.0,53.0,58.0,31.0,45.0
17286,55,63.0,29.0,37.0,49.0,55.0,59.0
17287,55,63.0,41.0,49.0,55.0,46.0,62.0
17288,55,63.0,32.0,49.0,54.0,47.0,52.0
17289,55,51.0,30.0,30.0,39.0,55.0,60.0
17290,55,53.0,23.0,29.0,37.0,56.0,64.0
17291,55,68.0,40.0,51.0,58.0,48.0,47.0
17292,55,71.0,47.0,49.0,56.0,23.0,44.0
17293,55,68.0,31.0,36.0,36.0,51.0,62.0
17294,55,60.0,36.0,46.0,48.0,53.0,59.0
17295,55,65.0,37.0,53.0,58.0,41.0,59.0
17296,55,55.0,54.0,36.0,50.0,27.0,60.0
17297,55,65.0,20.0,35.0,30.0,52.0,64.0
17298,55,68.0,46.0,52.0,54.0,34.0,50.0
17299,55,55.0,56.0,40.0,48.0,19.0,56.0
17300,55,59.0,41.0,57.0,56.0,56.0,53.0
17301,55,71.0,48.0,51.0,57.0,34.0,52.0
17302,55,68.0,32.0,41.0,53.0,50.0,54.0
17303,55,63.0,55.0,37.0,54.0,21.0,56.0
17304,55,65.0,46.0,49.0,57.0,45.0,61.0
17305,55,60.0,52.0,42.0,57.0,24.0,55.0
17306,55,61.0,44.0,60.0,55.0,36.0,41.0
17307,55,74.0,53.0,46.0,57.0,38.0,66.0
17308,55,69.0,35.0,44.0,52.0,52.0,60.0
17310,55,66.0,41.0,53.0,54.0,53.0,54.0
17311,55,68.0,38.0,53.0,57.0,45.0,60.0
17312,55,52.0,24.0,32.0,36.0,54.0,59.0
17313,55,63.0,38.0,52.0,58.0,40.0,50.0
17314,55,58.0,21.0,40.0,39.0,53.0,61.0
17315,55,58.0,45.0,56.0,58.0,32.0,54.0
17316,55,61.0,51.0,44.0,59.0,43.0,54.0
17317,55,74.0,48.0,51.0,60.0,49.0,51.0
17318,55,61.0,23.0,31.0,29.0,54.0,63.0
17322,55,63.0,41.0,56.0,55.0,57.0,63.0
17324,55,67.0,28.0,43.0,50.0,53.0,51.0
17325,55,69.0,28.0,41.0,47.0,52.0,64.0
17326,55,62.0,24.0,31.0,36.0,55.0,62.0
17327,55,63.0,27.0,54.0,47.0,51.0,66.0
17328,55,52.0,56.0,39.0,51.0,23.0,51.0
17329,55,63.0,31.0,36.0,52.0,55.0,54.0
17330,55,64.0,49.0,49.0,56.0,29.0,40.0
17332,55,76.0,59.0,52.0,53.0,34.0,54.0
17333,55,75.0,54.0,44.0,54.0,16.0,58.0
17334,55,63.0,24.0,36.0,35.0,56.0,61.0
17335,55,61.0,29.0,41.0,51.0,54.0,55.0
17340,55,72.0,28.0,39.0,52.0,52.0,59.0
17342,55,49.0,27.0,29.0,32.0,56.0,63.0
17344,55,65.0,52.0,51.0,53.0,52.0,60.0
